game_key,tg,competition,comp_type,game_number,round_label,date,time,home_club_id,home_name,away_club_id,away_name,home_score,away_score,status,result_note,location
2299658,34957335,Premier,league,7067,SF1,2011-08-07,6:00 pm,10359005,Clarence,10350991,BSC Raiders,0,3,played,,
2299659,34957335,Premier,league,7068,SF2,2011-08-07,6:00 pm,10350976,SoHo FC,10350982,Lazio,2,1,played,PK,
2299662,34957335,Premier,league,7071,CHMP,2011-08-07,6:00 pm,10350976,SoHo FC,10350991,BSC Raiders,0,1,played,PK,Nichols School Strauss Truscott
2299619,34957335,Premier,league,7028,,2011-06-05,4:00 pm,10350982,Lazio,15294617,Empire 90,6,1,played,,Nichols School Peek
2299617,34957335,Premier,league,7026,,2011-06-05,4:00 pm,10350991,BSC Raiders,10359074,Lykan FC,3,2,played,,Nichols School Strauss Truscott
2299620,34957335,Premier,league,7029,,2011-06-05,6:00 pm,10359005,Clarence,10350976,SoHo FC,1,2,played,,Clarence Town Hall Park 1
2299621,34957335,Premier,league,7030,,2011-06-05,6:00 pm,10359002,West Seneca Strikers,10350979,Azzurri,1,2,played,,East and West 1
2299616,34957335,Premier,league,7025,,2011-06-05,6:00 pm,10359020,Aurora,10358999,Lakeside FC,0,2,played,,Hamlin Park 1
2299618,34957335,Premier,league,7027,,2011-06-05,6:00 pm,15295049,Chelsea,26404479,Rush FC,2,1,played,,Ives Pond 2
2299624,34957335,Premier,league,7033,,2011-06-12,4:00 pm,10350976,SoHo FC,10359002,West Seneca Strikers,3,3,played,,Nichols School Peek
2299625,34957335,Premier,league,7034,,2011-06-12,6:00 pm,10359020,Aurora,26404479,Rush FC,1,0,played,,Hamlin Park 1
2299627,34957335,Premier,league,7036,,2011-06-12,6:00 pm,15295049,Chelsea,15294617,Empire 90,4,3,played,,Ives Pond 2
2299623,34957335,Premier,league,7032,,2011-06-12,6:00 pm,10358999,Lakeside FC,10350979,Azzurri,0,2,played,,Nichols School Peek
2299622,34957335,Premier,league,7031,,2011-06-12,6:00 pm,10350982,Lazio,10350991,BSC Raiders,1,1,played,,Nichols School Strauss Truscott
2299626,34957335,Premier,league,7035,,2011-06-12,6:00 pm,10359074,Lykan FC,10359005,Clarence,0,2,played,,Sahlen's Sportspark 1
2299631,34957335,Premier,league,7040,,2011-06-19,4:00 pm,10350976,SoHo FC,10350991,BSC Raiders,2,0,played,,Nichols School Strauss Truscott
2299630,34957335,Premier,league,7039,,2011-06-19,6:00 pm,10359005,Clarence,10350982,Lazio,1,1,played,,Clarence Town Hall Park 1
2299629,34957335,Premier,league,7038,,2011-06-19,6:00 pm,10359020,Aurora,10350979,Azzurri,1,1,played,,Hamlin Park 1
2299632,34957335,Premier,league,7041,,2011-06-19,6:00 pm,15295049,Chelsea,10358999,Lakeside FC,3,1,played,,Ives Pond 1
2299633,34957335,Premier,league,7042,,2011-06-19,6:00 pm,10359074,Lykan FC,15294617,Empire 90,3,2,played,,Sahlen's Sportspark 2
2299628,34957335,Premier,league,7037,,2011-06-19,6:00 pm,26404479,Rush FC,10359002,West Seneca Strikers,3,2,played,,Walden Pond Park 1
2299638,34957335,Premier,league,7047,,2011-06-26,4:00 pm,10350976,SoHo FC,10359020,Aurora,1,0,played,,Nichols School Strauss Truscott
2299637,34957335,Premier,league,7046,,2011-06-26,6:00 pm,15294617,Empire 90,10359005,Clarence,1,4,played,,Dimatteo
2299639,34957335,Premier,league,7048,,2011-06-26,6:00 pm,10350991,BSC Raiders,26404479,Rush FC,4,3,played,,Nichols School Peek
2299636,34957335,Premier,league,7045,,2011-06-26,6:00 pm,10358999,Lakeside FC,10359002,West Seneca Strikers,1,5,played,,Nichols School Strauss Truscott
2299635,34957335,Premier,league,7044,,2011-06-26,6:00 pm,10359074,Lykan FC,10350982,Lazio,1,3,played,,Sahlen's Sportspark 2
2299634,34957335,Premier,league,7043,,2011-06-26,6:00 pm,10350979,Azzurri,15295049,Chelsea,3,1,played,,Walden Pond Park 1
2299730,34957339,Championship,league,7268,SF2,2011-08-07,6:00 pm,18647016,Buffalo United SS,10359008,Roos FC,2,1,played,PK,Nichols School Peek
2299729,34957339,Championship,league,7267,SF1,2011-08-07,6:00 pm,10359029,Panthers,10359017,Celtic United,2,1,played,,Nichols School Strauss Truscott
2299733,34957339,Championship,league,7271,CHMP,2011-08-14,6:00 pm,10359029,Panthers,18647016,Buffalo United SS,1,2,played,,Nichols School Strauss Truscott
2299820,34957337,1st Division,league,7487,,2011-08-07,6:00 pm,10359047,BSC International,35214666,BB Boyz,2,0,played,,Delaware Park 1
2299819,34957337,1st Division,league,7486,,2011-08-07,6:00 pm,35214669,Nickel City Wanderers,15294622,Hawks,2,0,played,,ECC North
2299822,34957337,1st Division,league,7489,,2011-08-07,6:00 pm,12579600,Wolfpack,67526455,PLYSA Toros,4,0,played,,East and West 1
2299818,34957337,1st Division,league,7485,,2011-08-07,6:00 pm,10359035,Queenston FC,10359014,Grand Island,2,0,played,,Fort Niagara 1
2299821,34957337,1st Division,league,7488,,2011-08-07,6:00 pm,10359050,Yemen Elite,26891552,Buffalo Celtic,5,7,played,,Lehigh
