snapshot_date,fetched_at,person_key,name,tg,competition,comp_type,team_id,team_name,jersey,position,g,a,gp
2026-07-17,2026-07-17T18:07:36,10816949,G Sengbusch,34957335,Premier,league,10350976-34957335,SoHo FC,11,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817046,Brian Benson,34957335,Premier,league,10350976-34957335,SoHo FC,4,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817047,Kevin Brenner,34957335,Premier,league,10350976-34957335,SoHo FC,8,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817036,Tank Butcher,34957335,Premier,league,10350976-34957335,SoHo FC,13,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817035,Butch Butcher,34957335,Premier,league,10350976-34957335,SoHo FC,10,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817034,Chunks Cwiklinski,34957335,Premier,league,10350976-34957335,SoHo FC,2,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817040,Dave Hogan,34957335,Premier,league,10350976-34957335,SoHo FC,5,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817045,Andrew Larracuente,34957335,Premier,league,10350976-34957335,SoHo FC,21,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817032,Matt Mahaffey,34957335,Premier,league,10350976-34957335,SoHo FC,12,,0,0,11
2026-07-17,2026-07-17T18:07:36,10816950,Jay Manno,34957335,Premier,league,10350976-34957335,SoHo FC,17,,0,0,11
2026-07-17,2026-07-17T18:07:36,31714740,Anthony Mermigas,34957335,Premier,league,10350976-34957335,SoHo FC,1,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817038,Devin Piscitelli,34957335,Premier,league,10350976-34957335,SoHo FC,3,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817041,Matt Romano,34957335,Premier,league,10350976-34957335,SoHo FC,18,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817043,Sully Sullivan,34957335,Premier,league,10350976-34957335,SoHo FC,7,,0,0,11
2026-07-17,2026-07-17T18:07:36,26893226,Jeremy Waight,34957335,Premier,league,10350976-34957335,SoHo FC,14,,0,0,11
2026-07-17,2026-07-17T18:07:36,10817044,chuck Woods,34957335,Premier,league,10350976-34957335,SoHo FC,23,,0,0,11
2026-07-17,2026-07-17T18:07:36,18666132,Neil Gladstone,34957335,Premier,league,10350976-34957335,SoHo FC,22,,0,0,11
2026-07-17,2026-07-17T18:07:36,35870684,Casey Derkacz,34957335,Premier,league,10350976-34957335,SoHo FC,15,,0,0,11
2026-07-17,2026-07-17T18:07:36,28281836,Jacob Rinow,34957335,Premier,league,10350976-34957335,SoHo FC,16,,0,0,11
2026-07-17,2026-07-17T18:07:36,15862240,Matt Stuczynski,34957335,Premier,league,10350976-34957335,SoHo FC,9,,0,0,11
2026-07-17,2026-07-17T18:07:36,35898915,Prisco Houndanon,34957335,Premier,league,10350976-34957335,SoHo FC,6,,0,0,11
2026-07-17,2026-07-17T18:07:36,15864122,Chris Billoni,34957335,Premier,league,10350991-34957335,BSC Raiders,16,,0,0,11
