game_key,tg,competition,comp_type,game_number,round_label,date,time,home_club_id,home_name,away_club_id,away_name,home_score,away_score,status,result_note,location
6100905,82449242,Premier,league,7057,,2016-08-07,6:00 pm,10359008,Roos FC,18647016,Buffalo United SS,7,1,played,,Mulroy Pierce Field
6100917,82449242,Premier,league,7071,SF1,2016-08-07,6:00 pm,26895907,Amherst Sharpshooters,10359005,Clarence,1,0,played,,Nichols School Peek
6100918,82449242,Premier,league,7072,SF2,2016-08-07,6:00 pm,10350976,SoHo FC,10350991,BSC Raiders,4,3,played,PK,Nichols School Strauss Truscott
6100919,82449242,Premier,league,7073,,2016-08-14,6:00 pm,26895907,Amherst Sharpshooters,10350976,SoHo FC,3,2,played,PK,Nichols School Strauss Truscott
6100892,82449242,Premier,league,7044,,2016-05-01,12:30 pm,10359017,Celtic United,10350976,SoHo FC,2,5,played,,Niagara University 1
6100895,82449242,Premier,league,7047,,2016-05-01,2:30 pm,10359047,BSC International,10350991,BSC Raiders,2,6,played,,Niagara University 1
6100894,82449242,Premier,league,7046,,2016-05-01,6:00 pm,10359005,Clarence,10359008,Roos FC,3,1,played,,Clarence Town Hall Park 1
6100893,82449242,Premier,league,7045,,2016-05-01,6:00 pm,26891564,FC Yemen,10359050,Yemen Elite,4,1,played,,Lackawanna High School 1
6100891,82449242,Premier,league,7043,,2016-05-01,6:00 pm,26895907,Amherst Sharpshooters,10359035,Queenston FC,3,0,played,,Nichols School Strauss Truscott
6100896,82449242,Premier,league,7484,,2016-05-01,6:00 pm,18647016,Buffalo United SS,59261102,Rogue FC,2,5,played,,Sahlen's Sportspark 1
6100899,82449242,Premier,league,7051,,2016-05-08,2:00 pm,10359047,BSC International,10350976,SoHo FC,0,0,played,,Nichols School Peek
6100901,82449242,Premier,league,7053,,2016-05-08,2:00 pm,26895907,Amherst Sharpshooters,10359017,Celtic United,2,0,played,,Nichols School Strauss Truscott
6100902,82449242,Premier,league,7054,,2016-05-08,4:00 pm,26891564,FC Yemen,10359035,Queenston FC,1,1,played,,Lackawanna High School 1
6100898,82449242,Premier,league,7050,,2016-05-08,4:00 pm,59261102,Rogue FC,10359008,Roos FC,3,0,played,,Orchard Park Soccer Complex 1
6100900,82449242,Premier,league,7052,,2016-05-08,6:00 pm,10359050,Yemen Elite,18647016,Buffalo United SS,2,4,played,,Lackawanna High School 1
6100897,82449242,Premier,league,7049,,2016-05-08,6:00 pm,10350991,BSC Raiders,10359005,Clarence,4,0,played,,Nichols School Strauss Truscott
6100861,82449242,Premier,league,7013,,2016-05-15,4:00 pm,26891564,FC Yemen,10359008,Roos FC,2,2,played,,Lackawanna High School 1
6100862,82449242,Premier,league,7014,,2016-05-15,4:00 pm,10350976,SoHo FC,26895907,Amherst Sharpshooters,0,2,played,,Nichols School Peek
6100865,82449242,Premier,league,7017,,2016-05-15,4:00 pm,10350991,BSC Raiders,10359017,Celtic United,3,0,played,,Nichols School Strauss Truscott
6100866,82449242,Premier,league,7018,,2016-05-15,6:00 pm,10359050,Yemen Elite,59261102,Rogue FC,2,2,played,,Lackawanna High School 1
6100863,82449242,Premier,league,7015,,2016-05-15,6:00 pm,18647016,Buffalo United SS,10359005,Clarence,1,2,played,,Sahlen's Sportspark 1
6100864,82449242,Premier,league,7016,,2016-05-15,6:00 pm,10359035,Queenston FC,10359047,BSC International,5,0,played,,Veteran's Park (GI) 1
6100867,82449242,Premier,league,7019,,2016-05-22,2:00 pm,26895907,Amherst Sharpshooters,10350991,BSC Raiders,4,3,played,,Nichols School Peek
6100869,82449242,Premier,league,7021,,2016-05-22,2:00 pm,10350976,SoHo FC,26891564,FC Yemen,5,1,played,,Nichols School Strauss Truscott
6100870,82449242,Premier,league,7022,,2016-05-22,4:00 pm,10359008,Roos FC,10359050,Yemen Elite,5,5,played,,Mulroy Pierce Field
6100868,82449242,Premier,league,7020,,2016-05-22,6:00 pm,10359005,Clarence,59261102,Rogue FC,2,1,played,,Clarence Town Hall Park 1
6100871,82449242,Premier,league,7023,,2016-05-22,6:00 pm,10359017,Celtic United,10359047,BSC International,3,1,played,,Nichols School Peek
6100872,82449242,Premier,league,7024,,2016-05-22,6:00 pm,18647016,Buffalo United SS,10359035,Queenston FC,0,4,played,,Sahlen's Sportspark 1
6100876,82449242,Premier,league,7028,,2016-06-05,2:00 pm,10350976,SoHo FC,10359005,Clarence,2,1,played,,Mulroy Pierce Field
6100878,82449242,Premier,league,7030,,2016-06-05,4:00 pm,26891564,FC Yemen,26895907,Amherst Sharpshooters,1,3,played,,Lackawanna High School 1
6100877,82449242,Premier,league,7029,,2016-06-05,4:00 pm,10359008,Roos FC,10350991,BSC Raiders,1,5,played,,Mulroy Pierce Field
6100873,82449242,Premier,league,7025,,2016-06-05,4:00 pm,10359047,BSC International,10359050,Yemen Elite,3,5,played,,Nichols School Strauss Truscott
6100874,82449242,Premier,league,7026,,2016-06-05,6:00 pm,18647016,Buffalo United SS,10359017,Celtic United,2,6,played,,Sahlen's Sportspark 1
6100875,82449242,Premier,league,7027,,2016-06-05,6:00 pm,10359035,Queenston FC,59261102,Rogue FC,3,2,played,,Veteran's Park (GI) 1
6100881,82449242,Premier,league,7033,,2016-06-12,2:00 pm,10350991,BSC Raiders,26891564,FC Yemen,3,2,played,,Nichols School Strauss Truscott
6100879,82449242,Premier,league,7031,,2016-06-12,4:00 pm,10350976,SoHo FC,18647016,Buffalo United SS,2,1,played,,Nichols School Peek
6100882,82449242,Premier,league,7034,,2016-06-12,4:00 pm,10359047,BSC International,59261102,Rogue FC,0,5,played,,Nichols School Strauss Truscott
6100880,82449242,Premier,league,7032,,2016-06-12,6:00 pm,10359050,Yemen Elite,26895907,Amherst Sharpshooters,2,1,played,,Lackawanna High School 1
6100883,82449242,Premier,league,7035,,2016-06-12,6:00 pm,10359017,Celtic United,10359008,Roos FC,1,0,played,,Nichols School Strauss Truscott
6100884,82449242,Premier,league,7036,,2016-06-12,6:00 pm,10359035,Queenston FC,10359005,Clarence,2,3,played,,Veteran's Park (GI) 1
6100888,82449242,Premier,league,7040,,2016-06-19,2:00 pm,10350991,BSC Raiders,18647016,Buffalo United SS,5,5,played,,Nichols School Strauss Truscott
6100887,82449242,Premier,league,7039,,2016-06-19,4:00 pm,10359008,Roos FC,10350976,SoHo FC,1,5,played,,Mulroy Pierce Field
6100886,82449242,Premier,league,7038,,2016-06-19,4:00 pm,10359047,BSC International,26895907,Amherst Sharpshooters,1,6,played,,Nichols School Peek
6100885,82449242,Premier,league,7037,,2016-06-19,4:00 pm,59261102,Rogue FC,26891564,FC Yemen,0,2,played,FT,Orchard Park Soccer Complex 2
6100890,82449242,Premier,league,7042,,2016-06-19,6:00 pm,10359017,Celtic United,10359005,Clarence,0,2,played,,Nichols School Strauss Truscott
6100889,82449242,Premier,league,7041,,2016-06-19,6:00 pm,10359035,Queenston FC,10359050,Yemen Elite,1,3,played,,Veteran's Park (GI) 1
6100859,82449242,Premier,league,7012,,2016-06-26,2:00 pm,10350976,SoHo FC,10359035,Queenston FC,2,1,played,,Nichols School Strauss Truscott
6100860,82449242,Premier,league,7711,,2016-06-26,4:00 pm,10359017,Celtic United,59261102,Rogue FC,3,1,played,,Nichols School Strauss Truscott
6100855,82449242,Premier,league,7007,,2016-06-26,6:00 pm,10359005,Clarence,10359047,BSC International,2,2,played,,Clarence Town Hall Park 1
6100857,82449242,Premier,league,7009,,2016-06-26,6:00 pm,10350991,BSC Raiders,10359050,Yemen Elite,1,1,played,,Nichols School Strauss Truscott
6100858,82449242,Premier,league,7010,,2016-06-26,6:00 pm,18647016,Buffalo United SS,26891564,FC Yemen,3,2,played,,Sahlen's Sportspark 1
6100856,82449242,Premier,league,7008,,2016-06-26,6:45 pm,10359008,Roos FC,26895907,Amherst Sharpshooters,2,2,played,,West Seneca Soccer Complex A
6100850,82449242,Premier,league,7002,,2016-07-10,2:00 pm,26895907,Amherst Sharpshooters,18647016,Buffalo United SS,3,3,played,,Nichols School Peek
6100853,82449242,Premier,league,7005,,2016-07-10,4:00 pm,10359008,Roos FC,10359047,BSC International,5,1,played,,Nichols School Strauss Truscott
6100849,82449242,Premier,league,7001,,2016-07-10,4:00 pm,59261102,Rogue FC,10350976,SoHo FC,1,4,played,,Orchard Park Soccer Complex 1
6100852,82449242,Premier,league,7004,,2016-07-10,6:00 pm,10359005,Clarence,26891564,FC Yemen,3,0,played,,Clarence Town Hall Park 1
6100851,82449242,Premier,league,7003,,2016-07-10,6:00 pm,10359050,Yemen Elite,10359017,Celtic United,1,1,played,,Lackawanna High School 1
6100854,82449242,Premier,league,7006,,2016-07-10,8:30 pm,10350991,BSC Raiders,10359035,Queenston FC,1,1,played,,Niagara University 1
6100904,82449242,Premier,league,7056,,2016-07-17,2:00 pm,10350976,SoHo FC,10350991,BSC Raiders,2,3,played,,Nichols School Strauss Truscott
6100903,82449242,Premier,league,7055,,2016-07-17,4:00 pm,10359047,BSC International,26891564,FC Yemen,6,1,played,,Nichols School Peek
6100906,82449242,Premier,league,7058,,2016-07-17,6:00 pm,10359005,Clarence,10359050,Yemen Elite,0,1,played,,Clarence Town Hall Park 1
6100907,82449242,Premier,league,7059,,2016-07-17,6:00 pm,59261102,Rogue FC,26895907,Amherst Sharpshooters,1,5,played,,Orchard Park Soccer Complex 1
6100908,82449242,Premier,league,7060,,2016-07-17,6:00 pm,10359035,Queenston FC,10359017,Celtic United,0,1,played,,Veteran's Park (GI) 1
6100910,82449242,Premier,league,7062,,2016-07-24,4:00 pm,10359050,Yemen Elite,10350976,SoHo FC,1,3,played,,Lackawanna High School 1
6100914,82449242,Premier,league,7066,,2016-07-24,4:00 pm,26895907,Amherst Sharpshooters,10359005,Clarence,1,0,played,,Nichols School Peek
6100911,82449242,Premier,league,7063,,2016-07-24,4:00 pm,59261102,Rogue FC,10350991,BSC Raiders,0,2,played,,Orchard Park Soccer Complex 2
6100913,82449242,Premier,league,7065,,2016-07-24,6:00 pm,26891564,FC Yemen,10359017,Celtic United,5,2,played,,Lackawanna High School 1
6100912,82449242,Premier,league,7064,,2016-07-24,6:00 pm,18647016,Buffalo United SS,10359047,BSC International,2,1,played,,Sahlen's Sportspark 1
6100909,82449242,Premier,league,7061,,2016-07-24,6:00 pm,10359035,Queenston FC,10359008,Roos FC,2,4,played,,Veteran's Park (GI) 1
6100916,82449242,Premier,league,7070,QF2,2016-07-31,6:00 pm,10359005,Clarence,10359050,Yemen Elite,2,0,played,,Clarence Town Hall Park 1
6100915,82449242,Premier,league,7069,QF1,2016-07-31,6:00 pm,10350991,BSC Raiders,10359017,Celtic United,5,0,played,,Nichols School Strauss Truscott
6100989,82449246,Championship,league,7272,SF2,2016-08-07,4:00 pm,67526770,Buffalo Bantu,12579600,Wolfpack,5,3,played,,Nichols School Strauss Truscott
6100988,82449246,Championship,league,7271,SF1,2016-08-07,6:00 pm,59260537,Southtowns FPFC,67527661,East Aurora FC,1,2,played,,West Seneca Soccer Complex A
6100990,82449246,Championship,league,7273,,2016-08-14,6:00 pm,67526770,Buffalo Bantu,67527661,East Aurora FC,0,3,played,,Nichols School Peek
6100933,82449246,Championship,league,7214,,2016-05-01,4:00 pm,59261105,Celtic Hoops,26891552,Buffalo Celtic,1,0,played,,Ellicott Creek Park 1
6100934,82449246,Championship,league,7215,,2016-05-01,4:00 pm,67527661,East Aurora FC,10359023,Polonia,0,1,played,,Knox Fields 1
6100935,82449246,Championship,league,7216,,2016-05-01,4:00 pm,10359086,Rangers,15294627,Niagara FC,2,2,played,,Sahlen's Sportspark 1
6100932,82449246,Championship,league,7213,,2016-05-01,6:00 pm,10358999,Lakeside FC,10359074,Lykan FC,1,3,played,,Nichols School Peek
