game_key,tg,competition,comp_type,game_number,round_label,date,time,home_club_id,home_name,away_club_id,away_name,home_score,away_score,status,result_note,location
3818317,59259519,Premier,league,7059,,2013-08-04,6:00 pm,10350991,BSC Raiders,10359017,Celtic United,4,5,played,PK,Nichols School Peek
3818316,59259519,Premier,league,7058,,2013-08-04,6:00 pm,10350976,SoHo FC,10359005,Clarence,3,1,played,,Nichols School Strauss Truscott
3818318,59259519,Premier,league,7060,,2013-08-11,5:00 pm,10350976,SoHo FC,10359017,Celtic United,2,0,played,OT,Nichols School Strauss Truscott
3809398,59259523,Championship,league,7270,,2013-08-04,4:00 pm,10359050,Yemen Elite,10359035,Queenston FC,1,0,played,,Lehigh South Street
3809397,59259523,Championship,league,7269,,2013-08-04,4:00 pm,26895907,Amherst Sharpshooters,10359008,Roos FC,2,0,played,OT,Nichols School Strauss Truscott
3809399,59259523,Championship,league,7271,,2013-08-11,4:00 pm,26895907,Amherst Sharpshooters,10359050,Yemen Elite,0,2,played,,Nichols School Peek
3809776,59259521,1st Division,league,7481,,2013-08-04,4:00 pm,10359047,BSC International,10359026,Elbow Soup FC,2,0,played,,Nichols School Peek
3809777,59259521,1st Division,league,7482,,2013-08-04,6:00 pm,35214669,Nickel City Wanderers,59261102,Rogue FC,2,1,played,PK,West Seneca Soccer Complex A
3809778,59259521,1st Division,league,7483,CHMP,2013-08-11,3:00 pm,10359047,BSC International,35214669,Nickel City Wanderers,3,1,played,,Nichols School Strauss Truscott
3809469,59259522,2nd Division,league,7670,,2013-08-04,6:00 pm,10359092,Ukraine,10359111,SPAL Buffalo FC,2,3,played,,Dingens Street Field 1
3809468,59259522,2nd Division,league,7669,,2013-08-04,6:00 pm,10359062,Tonawanda United,10359123,Cheektowaga,1,2,played,,Ives Pond 1
3809470,59259522,2nd Division,league,7671,,2013-08-11,2:00 pm,10359111,SPAL Buffalo FC,10359123,Cheektowaga,4,0,played,,Nichols School Peek
3809519,59259524,3rd Division,league,9449,,2013-08-04,4:00 pm,35216066,Meerkats FC,10359068,Great Lakes FC,3,0,played,,Niagara University 1
3809520,59259524,3rd Division,league,9450,,2013-08-04,4:00 pm,10359117,Dutch FC,10359108,Stone Jug,0,2,played,,West Seneca Soccer Complex E
3809521,59259524,3rd Division,league,9451,,2013-08-11,1:00 pm,35216066,Meerkats FC,10359108,Stone Jug,1,0,played,,Nichols School Strauss Truscott
3809472,59259524,3rd Division,league,9402,,2013-05-05,4:00 pm,26892099,Rampart FC,10359105,C.S. Italia,4,1,played,,Gateway-Longview 1
3809473,59259524,3rd Division,league,9403,,2013-05-05,6:00 pm,31566782,Rust Belt United,10359108,Stone Jug,1,0,played,,Gateway-Longview 1
3809474,59259524,3rd Division,league,9404,,2013-05-05,6:00 pm,10359114,Southtowns,35216066,Meerkats FC,0,2,played,,Orchard Park Soccer Complex 2
3809471,59259524,3rd Division,league,9401,,2013-05-05,6:00 pm,10359117,Dutch FC,10359068,Great Lakes FC,4,0,played,,West Seneca Soccer Complex A
