game_key,tg,report_url,captured_at,status,referees
7478985,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478985.html,2026-07-16T01:48:11,captured,Shane Magaris (CEN)
7478984,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478984.html,2026-07-16T01:48:11,captured,Miroslav Sako (CEN)
7478986,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478986.html,2026-07-16T01:48:12,captured,Stephanie Serrano (CEN); Nicholas Wodo (RA1)
7478916,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478916.html,2026-07-16T01:48:12,captured,
7478920,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478920.html,2026-07-16T01:48:13,captured,
7478918,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478918.html,2026-07-16T01:48:13,captured,Joseph Zwack (CEN); Ian Matthews (RA1)
7478921,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478921.html,2026-07-16T01:48:14,captured,
7478917,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478917.html,2026-07-16T01:48:15,captured,
7478919,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478919.html,2026-07-16T01:48:15,captured,
7478923,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478923.html,2026-07-16T01:48:16,captured,
7478924,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478924.html,2026-07-16T01:48:16,captured,Dan Simich (CEN)
7478925,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478925.html,2026-07-16T01:48:17,captured,
7478927,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478927.html,2026-07-16T01:48:17,captured,
7478926,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478926.html,2026-07-16T01:48:18,captured,
7478922,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478922.html,2026-07-16T01:48:19,captured,
7478931,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478931.html,2026-07-16T01:48:19,captured,
7478933,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478933.html,2026-07-16T01:48:20,captured,
7478932,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478932.html,2026-07-16T01:48:20,captured,Allen Burger (CEN)
7478928,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478928.html,2026-07-16T01:48:21,captured,
7478930,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478930.html,2026-07-16T01:48:21,captured,
7478929,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478929.html,2026-07-16T01:48:22,captured,
7478939,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478939.html,2026-07-16T01:48:22,captured,Yaser Soliman (CEN)
7478935,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478935.html,2026-07-16T01:48:23,captured,Miroslav Sako (CEN)
7478937,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478937.html,2026-07-16T01:48:23,captured,Bill Bainbridge (CEN)
7478936,91250634,https://elements.demosphere-secure.com/72601/MatchReports/91250548/7478936.html,2026-07-16T01:48:24,captured,Jordan Bookbinder (CEN); Edward Bukowiecki (RA1)
