game_key,tg,competition,comp_type,game_number,round_label,date,time,home_club_id,home_name,away_club_id,away_name,home_score,away_score,status,result_note,location
1768469,26404415,Premier,league,7042,,2010-07-07,6:30 pm,10350982,Lazio,10350991,BSC Raiders,4,0,played,,Clarence Town Hall Park 1
1768471,26404415,Premier,league,7044,,2010-07-07,6:30 pm,15294617,Empire 90,10358999,Lakeside FC,5,2,played,,Dimatteo
1768468,26404415,Premier,league,7041,,2010-07-07,6:30 pm,10359002,West Seneca Strikers,10350976,SoHo FC,0,6,played,,East and West 1
1768470,26404415,Premier,league,7043,,2010-07-07,6:30 pm,26404479,Rush FC,10350979,Azzurri,1,3,played,,Walden Pond Park 1
1768472,26404415,Premier,league,7045,,2010-07-11,4:00 pm,10350976,SoHo FC,26404479,Rush FC,7,1,played,,Nichols School Strauss Truscott
1768474,26404415,Premier,league,7047,,2010-07-11,6:00 pm,10350991,BSC Raiders,10359002,West Seneca Strikers,2,1,played,,Nichols School Peek
1768473,26404415,Premier,league,7046,,2010-07-11,6:00 pm,10358999,Lakeside FC,10350982,Lazio,1,2,played,,Nichols School Strauss Truscott
1768475,26404415,Premier,league,7048,,2010-07-11,6:00 pm,10350979,Azzurri,15294617,Empire 90,3,2,played,,Walden Pond Park 1
1768479,26404415,Premier,league,7052,,2010-07-18,6:00 pm,10350982,Lazio,15294617,Empire 90,2,3,played,,Clarence Town Hall Park 1
1768477,26404415,Premier,league,7050,,2010-07-18,6:00 pm,10350976,SoHo FC,10358999,Lakeside FC,1,4,played,,Nichols School Peek
1768476,26404415,Premier,league,7049,,2010-07-18,6:00 pm,10350991,BSC Raiders,26404479,Rush FC,3,1,played,,Nichols School Strauss Truscott
1768478,26404415,Premier,league,7051,,2010-07-18,6:00 pm,10350979,Azzurri,10359002,West Seneca Strikers,3,2,played,,Walden Pond Park 1
1768481,26404415,Premier,league,7054,,2010-07-25,4:00 pm,10350982,Lazio,26404479,Rush FC,3,3,played,,Clarence Town Hall Park 1
1768482,26404415,Premier,league,7055,,2010-07-25,6:00 pm,15294617,Empire 90,10359002,West Seneca Strikers,3,2,played,,Dimatteo
1768480,26404415,Premier,league,7053,,2010-07-25,6:00 pm,10350991,BSC Raiders,10358999,Lakeside FC,0,2,played,,Nichols School Strauss Truscott
1768483,26404415,Premier,league,7056,,2010-07-25,6:00 pm,10350979,Azzurri,10350976,SoHo FC,2,7,played,,Walden Pond Park 1
1768447,26404415,Premier,league,7020,,2010-06-02,6:30 pm,10359002,West Seneca Strikers,15294617,Empire 90,1,2,played,,East and West 1
1768446,26404415,Premier,league,7019,,2010-06-02,6:30 pm,26404479,Rush FC,10350982,Lazio,0,4,played,,Walden Pond Park 1
1768444,26404415,Premier,league,7017,,2010-06-02,6:30 pm,10358999,Lakeside FC,10350991,BSC Raiders,1,2,played,,West Seneca Soccer Complex A
1768445,26404415,Premier,league,7018,,2010-06-02,6:30 pm,10350976,SoHo FC,10350979,Azzurri,7,1,played,,West Seneca Soccer Complex B
1768450,26404415,Premier,league,7023,,2010-06-06,4:00 pm,10350976,SoHo FC,10350982,Lazio,1,0,played,,Nichols School Strauss Truscott
1768449,26404415,Premier,league,7022,,2010-06-06,6:00 pm,10358999,Lakeside FC,10350979,Azzurri,1,1,played,,Nichols School Peek
1768448,26404415,Premier,league,7021,,2010-06-06,6:00 pm,10350991,BSC Raiders,15294617,Empire 90,2,1,played,,Nichols School Strauss Truscott
1768451,26404415,Premier,league,7024,,2010-06-06,6:00 pm,26404479,Rush FC,10359002,West Seneca Strikers,2,3,played,,Walden Pond Park 1
1768452,26404415,Premier,league,7025,,2010-06-13,4:00 pm,10350976,SoHo FC,10359002,West Seneca Strikers,3,1,played,,Nichols School Strauss Truscott
1768455,26404415,Premier,league,7028,,2010-06-13,6:00 pm,10358999,Lakeside FC,15294617,Empire 90,5,1,played,,Nichols School Peek
1768453,26404415,Premier,league,7026,,2010-06-13,6:00 pm,10350991,BSC Raiders,10350982,Lazio,2,2,played,,Nichols School Strauss Truscott
1768454,26404415,Premier,league,7027,,2010-06-13,6:00 pm,10350979,Azzurri,26404479,Rush FC,3,1,played,,Walden Pond Park 1
1768457,26404415,Premier,league,7030,,2010-06-20,6:00 pm,10350982,Lazio,10358999,Lakeside FC,4,1,played,,Clarence Town Hall Park 1
1768459,26404415,Premier,league,7032,,2010-06-20,6:00 pm,15294617,Empire 90,10350979,Azzurri,4,1,played,,Dimatteo
1768458,26404415,Premier,league,7031,,2010-06-20,6:00 pm,10359002,West Seneca Strikers,10350991,BSC Raiders,2,2,played,,East and West 1
1768456,26404415,Premier,league,7029,,2010-06-20,6:00 pm,26404479,Rush FC,10350976,SoHo FC,1,2,played,,Walden Pond Park 1
1768461,26404415,Premier,league,7034,,2010-06-23,6:30 pm,10350991,BSC Raiders,10350976,SoHo FC,1,0,played,,Nichols School Peek
1768460,26404415,Premier,league,7033,,2010-06-23,6:30 pm,10358999,Lakeside FC,10359002,West Seneca Strikers,1,1,played,,Nichols School Strauss Truscott
1768462,26404415,Premier,league,7035,,2010-06-23,6:30 pm,10350979,Azzurri,10350982,Lazio,4,0,played,,Walden Pond Park 1
1768463,26404415,Premier,league,7036,,2010-06-23,6:30 pm,15294617,Empire 90,26404479,Rush FC,0,1,played,,West Seneca Soccer Complex A
1768465,26404415,Premier,league,7038,,2010-06-27,4:00 pm,10350976,SoHo FC,15294617,Empire 90,3,0,played,,Nichols School Strauss Truscott
1768464,26404415,Premier,league,7037,,2010-06-27,6:00 pm,10359002,West Seneca Strikers,10350982,Lazio,0,3,played,,East and West 1
1768467,26404415,Premier,league,7040,,2010-06-27,6:00 pm,10350991,BSC Raiders,10350979,Azzurri,3,0,played,,Nichols School Peek
1768466,26404415,Premier,league,7039,,2010-06-27,6:00 pm,10358999,Lakeside FC,26404479,Rush FC,0,0,played,,Nichols School Strauss Truscott
4639724,26404427,Championship,league,7751,SF1,2010-08-01,6:00 pm,10359005,Clarence,10359029,Panthers,4,1,played,FT,Clarence Town Hall Park 1
4639725,26404427,Championship,league,7752,SF2,2010-08-01,6:00 pm,10359074,Lykan FC,15294612,Tonawanda City,2,1,played,FT,Sahlen's Sportspark 1
4639726,26404427,Championship,league,7753,CHMP,2010-08-08,6:00 pm,10359005,Clarence,10359074,Lykan FC,0,2,played,,Nichols School Strauss Truscott
1768740,26404427,Championship,league,7227,,2010-06-06,4:00 pm,18647016,Buffalo United SS,10359020,Aurora,1,2,played,,ECC North
1768739,26404427,Championship,league,7226,,2010-06-06,6:00 pm,10359017,Celtic United,10359029,Panthers,1,1,played,,Clarence Soccer Center 1
1768738,26404427,Championship,league,7225,,2010-06-06,6:00 pm,10359005,Clarence,26891406,FC Royals,1,1,played,,Clarence Town Hall Park 1
1768741,26404427,Championship,league,7228,,2010-06-06,6:00 pm,10359050,Yemen Elite,10359023,Polonia,2,2,played,,Lehigh
1768743,26404427,Championship,league,7230,,2010-06-06,6:00 pm,10359008,Roos FC,15294612,Tonawanda City,1,1,played,,Orchard Park Soccer Complex 1
1768742,26404427,Championship,league,7229,,2010-06-06,6:00 pm,10359074,Lykan FC,15295049,Chelsea,2,2,played,,Sahlen's Sportspark 1
1768747,26404427,Championship,league,7234,,2010-06-13,4:00 pm,18647016,Buffalo United SS,10359023,Polonia,4,3,played,,ECC North
1768744,26404427,Championship,league,7231,,2010-06-13,6:00 pm,10359005,Clarence,10359050,Yemen Elite,5,0,played,,Clarence Town Hall Park 1
1768748,26404427,Championship,league,7235,,2010-06-13,6:00 pm,10359029,Panthers,10359008,Roos FC,2,2,played,,Ellicott Creek Park 1
1768745,26404427,Championship,league,7232,,2010-06-13,6:00 pm,15295049,Chelsea,10359017,Celtic United,0,2,played,,Ives Pond 1
1768746,26404427,Championship,league,7233,,2010-06-13,6:00 pm,10359074,Lykan FC,10359020,Aurora,1,0,played,,Sahlen's Sportspark 1
1768749,26404427,Championship,league,7236,,2010-06-13,6:00 pm,26891406,FC Royals,15294612,Tonawanda City,2,4,played,,Sahlen's Sportspark 1
1768752,26404427,Championship,league,7239,,2010-06-20,6:00 pm,10359017,Celtic United,10359005,Clarence,1,2,played,,Clarence Soccer Center 1
1768753,26404427,Championship,league,7240,,2010-06-20,6:00 pm,10359020,Aurora,10359029,Panthers,1,0,played,,Hamlin Park 1
1768755,26404427,Championship,league,7242,,2010-06-20,6:00 pm,15295049,Chelsea,18647016,Buffalo United SS,1,1,played,,Ives Pond 1
1768754,26404427,Championship,league,7241,,2010-06-20,6:00 pm,10359050,Yemen Elite,26891406,FC Royals,0,3,played,,Lehigh
1768750,26404427,Championship,league,7237,,2010-06-20,6:00 pm,10359074,Lykan FC,15294612,Tonawanda City,3,0,played,,Sahlen's Sportspark 1
1768751,26404427,Championship,league,7238,,2010-06-20,6:00 pm,10359023,Polonia,10359008,Roos FC,1,2,played,,Sahlen's Sportspark 1
1768757,26404427,Championship,league,7244,,2010-06-27,6:00 pm,10359017,Celtic United,10359008,Roos FC,1,1,played,,Clarence Soccer Center 1
1768756,26404427,Championship,league,7243,,2010-06-27,6:00 pm,10359005,Clarence,10359029,Panthers,6,1,played,,Clarence Town Hall Park 1
1768760,26404427,Championship,league,7247,,2010-06-27,6:00 pm,10359020,Aurora,10359050,Yemen Elite,2,0,played,,Hamlin Park 1
1768759,26404427,Championship,league,7246,,2010-06-27,6:00 pm,15294612,Tonawanda City,18647016,Buffalo United SS,2,4,played,,Ives Pond 1
1768758,26404427,Championship,league,7245,,2010-06-27,6:00 pm,10359074,Lykan FC,26891406,FC Royals,4,1,played,,Sahlen's Sportspark 1
1768761,26404427,Championship,league,7248,,2010-06-27,6:00 pm,10359023,Polonia,15295049,Chelsea,1,5,played,,Sahlen's Sportspark 1
1768765,26404427,Championship,league,7252,,2010-07-11,4:00 pm,18647016,Buffalo United SS,10359074,Lykan FC,5,0,played,,ECC North
1768763,26404427,Championship,league,7250,,2010-07-11,6:00 pm,10359017,Celtic United,10359020,Aurora,1,2,played,,Clarence Soccer Center 1
1768762,26404427,Championship,league,7249,,2010-07-11,6:00 pm,10359005,Clarence,10359023,Polonia,4,0,played,,Clarence Town Hall Park 1
1768764,26404427,Championship,league,7251,,2010-07-11,6:00 pm,10359050,Yemen Elite,15294612,Tonawanda City,0,4,played,,Lehigh
1768767,26404427,Championship,league,7254,,2010-07-11,6:00 pm,10359008,Roos FC,15295049,Chelsea,1,2,played,,Orchard Park Soccer Complex 1
1768766,26404427,Championship,league,7253,,2010-07-11,6:00 pm,26891406,FC Royals,10359029,Panthers,0,6,played,,Sahlen's Sportspark 1
1768768,26404427,Championship,league,7255,,2010-07-18,4:00 pm,18647016,Buffalo United SS,10359005,Clarence,2,4,played,,ECC North
1768773,26404427,Championship,league,7260,,2010-07-18,4:00 pm,15295049,Chelsea,26891406,FC Royals,2,2,played,,Ives Pond 1
1768769,26404427,Championship,league,7256,,2010-07-18,6:00 pm,10359017,Celtic United,10359074,Lykan FC,0,7,played,,Clarence Soccer Center 1
1768772,26404427,Championship,league,7259,,2010-07-18,6:00 pm,10359029,Panthers,10359050,Yemen Elite,2,0,played,,Ellicott Creek Park 1
1768771,26404427,Championship,league,7258,,2010-07-18,6:00 pm,15294612,Tonawanda City,10359023,Polonia,7,0,played,,Ives Pond 1
1768770,26404427,Championship,league,7257,,2010-07-18,6:00 pm,10359008,Roos FC,10359020,Aurora,2,1,played,,Orchard Park Soccer Complex 1
1768775,26404427,Championship,league,7262,,2010-07-25,6:00 pm,10359017,Celtic United,26891406,FC Royals,1,0,played,,Clarence Soccer Center 1
1768774,26404427,Championship,league,7261,,2010-07-25,6:00 pm,15295049,Chelsea,10359005,Clarence,1,1,played,,Clarence Town Hall Park 1
1768779,26404427,Championship,league,7266,,2010-07-25,6:00 pm,15294612,Tonawanda City,10359029,Panthers,3,2,played,,Ives Pond 1
1768777,26404427,Championship,league,7264,,2010-07-25,6:00 pm,10359008,Roos FC,18647016,Buffalo United SS,1,2,played,,Orchard Park Soccer Complex 1
