game_key,tg,report_url,captured_at,status,referees
8075447,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/8075447.html,2026-07-16T02:06:32,captured,Frank Huber (CEN); Stephen Stiefler (RA1)
8075446,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/8075446.html,2026-07-16T02:06:32,captured,Shane Greene (CEN); Scot Boniface (RA1); Robert Ostrozinski (RA2)
8075450,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/8075450.html,2026-07-16T02:06:33,captured,Ashley Cedro (CEN); Stephanie Serrano (RA1); Scot Boniface (RA2)
7994261,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994261.html,2026-07-16T02:06:33,captured,
7994262,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994262.html,2026-07-16T02:06:34,captured,Mark Gruber (CEN); Bob Dowrey (RA1)
7994260,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994260.html,2026-07-16T02:06:34,captured,Ankur Singh (CEN); Ryan Haines (RA1)
7994263,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994263.html,2026-07-16T02:06:35,captured,Dave Monroe (CEN)
7994264,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994264.html,2026-07-16T02:06:36,captured,Kevin McMullen (CEN); Edward Bukowiecki (RA1)
7994259,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994259.html,2026-07-16T02:06:36,captured,Stephanie Serrano (CEN); Jordan Angie (RA1)
7994269,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994269.html,2026-07-16T02:06:37,captured,Kevin McMullen (CEN); Miroslav Sako (RA1)
7994268,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994268.html,2026-07-16T02:06:37,captured,Pete Lisker (CEN); Ankur Singh (RA1)
7994266,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994266.html,2026-07-16T02:06:38,captured,Stephen Stiefler (CEN); Bud Scepovic (RA1); Craig Fredette (RA2)
7994265,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994265.html,2026-07-16T02:06:38,captured,Dan Teplesky (CEN); John Stone (RA1)
7994267,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994267.html,2026-07-16T02:06:39,captured,Ankur Singh (CEN); Pete Lisker (RA1)
7994270,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994270.html,2026-07-16T02:06:39,captured,Adam Brzozowiec (CEN); Erastus Namulala (RA1)
7994275,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994275.html,2026-07-16T02:06:40,captured,Miroslav Sako (CEN); Paul Lamancusa (RA1)
7994271,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994271.html,2026-07-16T02:06:40,captured,Mark Lammerhirt (CEN)
7994273,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994273.html,2026-07-16T02:06:41,captured,Jordan Angie (CEN); Yaser Soliman (RA1)
7994276,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994276.html,2026-07-16T02:06:41,captured,Scot Boniface (CEN); John Netter (RA2)
7994274,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994274.html,2026-07-16T02:06:42,captured,Ankur Singh (CEN); Molly Cunningham (RA1)
7994272,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994272.html,2026-07-16T02:06:43,captured,Steve Adamec (CEN); Noah Gould (RA1)
7994277,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994277.html,2026-07-16T02:06:43,captured,Patrick O'Hara (CEN)
7994280,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994280.html,2026-07-16T02:06:44,captured,Steve Adamec (CEN)
7994278,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994278.html,2026-07-16T02:06:44,captured,Pete Lisker (CEN); Scot Boniface (RA1)
7994282,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994282.html,2026-07-16T02:06:45,captured,Greg Gelinas (CEN); Craig Fredette (RA2)
7994279,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994279.html,2026-07-16T02:06:45,captured,Ankur Singh (CEN); Steve Adamec (RA2)
7994281,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994281.html,2026-07-16T02:06:46,captured,Frank Huber (CEN); Ryan Haines (RA1); Dan Teplesky (RA2)
7994284,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994284.html,2026-07-16T02:06:46,captured,Ashley Cedro (CEN); Ron Smith (RA2)
7994283,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994283.html,2026-07-16T02:06:47,captured,Pete Lisker (CEN)
7994286,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994286.html,2026-07-16T02:06:48,captured,Shane Magaris (CEN)
7994285,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994285.html,2026-07-16T02:06:48,captured,Ron Smith (CEN); Ashley Cedro (RA1)
7994287,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994287.html,2026-07-16T02:06:49,captured,Ankur Singh (CEN); Scot Boniface (RA1)
7994288,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994288.html,2026-07-16T02:06:49,captured,Bill Bainbridge (CEN)
7994291,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994291.html,2026-07-16T02:06:50,captured,Frank Huber (CEN)
7994289,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994289.html,2026-07-16T02:06:50,captured,Steve Baum (CEN)
7994290,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994290.html,2026-07-16T02:06:51,captured,Ankur Singh (CEN); Steve Adamec (RA1); Robert Ostrozinski (RA2)
7994293,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994293.html,2026-07-16T02:06:51,captured,Greg Gelinas (CEN); Scot Boniface (RA1)
7994294,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994294.html,2026-07-16T02:06:52,captured,Pete Lisker (CEN); Bud Scepovic (RA1)
7994297,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994297.html,2026-07-16T02:06:52,captured,Rabee Naji (CEN); Patrick O'Hara (RA1)
7994295,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994295.html,2026-07-16T02:06:53,captured,Miroslav Sako (CEN); Erastus Namulala (RA1)
7994299,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994299.html,2026-07-16T02:06:53,captured,Ankur Singh (CEN)
7994298,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994298.html,2026-07-16T02:06:54,captured,
7994300,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994300.html,2026-07-16T02:06:55,captured,Pete Lisker (CEN)
7994296,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994296.html,2026-07-16T02:06:55,captured,Mark Lammerhirt (CEN)
7994304,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994304.html,2026-07-16T02:06:56,captured,Jamel Ben Abdallah (CEN)
7994302,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994302.html,2026-07-16T02:06:56,captured,Kevin McMullen (CEN)
7994301,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994301.html,2026-07-16T02:06:57,captured,Steve Baum (CEN)
7994305,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994305.html,2026-07-16T02:06:57,captured,Douglas Scaffidi (CEN); Dan Simich (RA1)
7994306,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994306.html,2026-07-16T02:06:58,captured,Rabee Naji (CEN); Pete Lisker (RA1); Peter Guglielmelli (RA2)
7994303,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994303.html,2026-07-16T02:06:59,captured,Ashley Cedro (CEN); Robert Ostrozinski (RA1); Stephanie Serrano (RA2)
7994308,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994308.html,2026-07-16T02:06:59,captured,Dan Simich (CEN); Edward Bukowiecki (RA1)
7994310,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994310.html,2026-07-16T02:07:00,captured,Kevin McMullen (CEN); Rabee Naji (RA1)
7994307,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994307.html,2026-07-16T02:07:00,captured,Ankur Singh (CEN)
7994311,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994311.html,2026-07-16T02:07:01,captured,Pete Lisker (CEN)
7994312,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994312.html,2026-07-16T02:07:01,captured,Stephanie Serrano (CEN)
7994309,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994309.html,2026-07-16T02:07:02,captured,Rabee Naji (CEN); Kevin McMullen (RA1)
7994313,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994313.html,2026-07-16T02:07:02,captured,Scot Boniface (CEN)
7994315,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994315.html,2026-07-16T02:07:03,captured,Erastus Namulala (CEN)
7994314,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994314.html,2026-07-16T02:07:03,captured,Frank Huber (CEN); Ankur Singh (RA1)
7994316,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994316.html,2026-07-16T02:07:04,captured,Dan Simich (CEN); Jamel Ben Abdallah (RA1)
7994318,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994318.html,2026-07-16T02:07:05,captured,Christopher Mazgaj (CEN); Jessica Mazgaj (RA1)
7994317,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994317.html,2026-07-16T02:07:05,captured,Miroslav Sako (CEN)
7994292,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994292.html,2026-07-16T02:07:06,captured,Greg Gelinas (CEN); Edward Bukowiecki (RA1)
7994319,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994319.html,2026-07-16T02:07:06,captured,Douglas Scaffidi (CEN)
7994320,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994320.html,2026-07-16T02:07:07,captured,
7994321,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994321.html,2026-07-16T02:07:07,captured,
7994322,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994322.html,2026-07-16T02:07:08,captured,Miroslav Sako (CEN)
7994323,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994323.html,2026-07-16T02:07:08,captured,Mohamad Itani (CEN); Jessica Mazgaj (RA1)
7994324,95086874,https://elements.demosphere-secure.com/72601/MatchReports/95086788/7994324.html,2026-07-16T02:20:56,captured,Scot Boniface (CEN)
