game_key,tg,competition,comp_type,game_number,round_label,date,time,home_club_id,home_name,away_club_id,away_name,home_score,away_score,status,result_note,location
10931638,112617816,Premier,league,7058,QF2,2024-08-01,8:30 pm,10350991,BSC Raiders,75159915,NMB FC,2,3,played,OT,Buffalo State Coyer Field
10931639,112617816,Premier,league,7059,SF1,2024-08-04,4:00 pm,26895907,Amherst Sharpshooters,75159915,NMB FC,3,0,played,,Nichols School Strauss Truscott
10931640,112617816,Premier,league,7060,SF2,2024-08-05,8:00 pm,10359035,Queenston FC,18647016,Buffalo United SS,0,2,played,,Sahlen's Sports Park Flash Fields 1
10931635,112617816,Premier,league,7055,CHMP,2024-08-11,7:30 pm,26895907,Amherst Sharpshooters,18647016,Buffalo United SS,3,0,played,,Sahlen's Sports Park Flash Fields 1
10931581,112617816,Premier,league,7001,,2024-05-05,6:00 pm,98468675,Kilimanjaro Bandits,45429017,Borussia Bees,0,5,played,,Buffalo State Coyer Field
10931630,112617816,Premier,league,7050,,2024-05-05,6:00 pm,100607465,Polonia Legacy,75159915,NMB FC,5,0,played,,Sahlen's Sports Park Flash Fields 1
10931582,112617816,Premier,league,7002,,2024-05-05,8:00 pm,10359035,Queenston FC,75479674,Los Chupacabras,2,1,played,,Buffalo State Coyer Field
10931583,112617816,Premier,league,7003,,2024-05-06,8:30 pm,10350991,BSC Raiders,18647016,Buffalo United SS,4,0,played,,Buffalo State Coyer Field
10931618,112617816,Premier,league,7038,,2024-05-12,4:00 pm,10359017,Celtic United,106801557,AC Elite,1,1,played,,Kenmore West Crosby Field
10931624,112617816,Premier,league,7044,,2024-05-12,4:00 pm,26895907,Amherst Sharpshooters,10359035,Queenston FC,1,0,played,,Nichols School Strauss Truscott
10931584,112617816,Premier,league,7004,,2024-05-12,6:00 pm,75479674,Los Chupacabras,45429017,Borussia Bees,1,1,played,,Buffalo State Coyer Field
10931585,112617816,Premier,league,7005,,2024-05-13,8:30 pm,18647016,Buffalo United SS,98468675,Kilimanjaro Bandits,5,0,played,,Buffalo State Coyer Field
10931631,112617816,Premier,league,7051,,2024-05-13,8:30 pm,75159915,NMB FC,10350991,BSC Raiders,1,2,played,,Sahlen's Sports Park Flash Fields 1
10931586,112617816,Premier,league,7006,,2024-05-18,7:00 pm,45429017,Borussia Bees,106801557,AC Elite,6,3,played,,Mulroy Park Pierce Field
10931625,112617816,Premier,league,7045,,2024-05-19,4:00 pm,26895907,Amherst Sharpshooters,75159915,NMB FC,4,0,played,,Nichols School Strauss Truscott
10931587,112617816,Premier,league,7007,,2024-05-19,6:00 pm,75479674,Los Chupacabras,100607465,Polonia Legacy,1,4,played,,Buffalo State Coyer Field
10931588,112617816,Premier,league,7008,,2024-05-19,8:00 pm,18647016,Buffalo United SS,10359017,Celtic United,1,1,played,,Buffalo State Coyer Field
10931589,112617816,Premier,league,7009,,2024-05-20,8:30 pm,98468675,Kilimanjaro Bandits,10350991,BSC Raiders,0,5,played,,Buffalo State Coyer Field
10931632,112617816,Premier,league,7052,,2024-06-02,4:00 pm,100607465,Polonia Legacy,26895907,Amherst Sharpshooters,0,4,played,,Sahlen's Sports Park Flash Fields 1
10931590,112617816,Premier,league,7010,,2024-06-02,6:00 pm,45429017,Borussia Bees,10359035,Queenston FC,1,5,played,,Buffalo State Coyer Field
10931614,112617816,Premier,league,7034,,2024-06-02,6:00 pm,106801557,AC Elite,18647016,Buffalo United SS,2,7,played,,Fillmore High School Field
10931619,112617816,Premier,league,7039,,2024-06-02,6:00 pm,10359017,Celtic United,75159915,NMB FC,0,1,played,,Kenmore West Crosby Field
