game_key,tg,competition,comp_type,game_number,round_label,date,time,home_club_id,home_name,away_club_id,away_name,home_score,away_score,status,result_note,location
792367,10350019,Premier,league,41,,2008-07-02,6:00 pm,10350997,Holland,10350982,Lazio,1,8,played,,
792368,10350019,Premier,league,42,,2008-07-02,6:00 pm,10350979,Azzurri,10350994,Inter,2,1,played,,
792369,10350019,Premier,league,43,,2008-07-02,6:00 pm,10350991,BSC Raiders,10350988,Black Watch Mutiny,2,0,played,,
792370,10350019,Premier,league,44,,2008-07-02,6:00 pm,10350976,SoHo FC,10350985,Lazio Stallions,4,0,played,,East and West 2
792373,10350019,Premier,league,47,,2008-07-13,4:00 pm,10350985,Lazio Stallions,10350997,Holland,5,2,played,,Wendleville Fire Hall 1
792371,10350019,Premier,league,45,,2008-07-13,6:00 pm,10350991,BSC Raiders,10350979,Azzurri,1,1,played,,
792374,10350019,Premier,league,48,,2008-07-13,6:00 pm,10350982,Lazio,10350994,Inter,8,3,played,,Clarence Town Hall Park 1
792372,10350019,Premier,league,46,,2008-07-13,6:30 pm,10350988,Black Watch Mutiny,10350976,SoHo FC,0,2,played,,UB North - Kunz Field
792375,10350019,Premier,league,49,,2008-07-20,6:00 pm,10350991,BSC Raiders,10350994,Inter,7,0,played,,
792376,10350019,Premier,league,50,,2008-07-20,6:00 pm,10350997,Holland,10350976,SoHo FC,0,2,played,,
792378,10350019,Premier,league,52,,2008-07-20,6:00 pm,10350979,Azzurri,10350985,Lazio Stallions,1,3,played,,
792377,10350019,Premier,league,51,,2008-07-20,6:00 pm,10350982,Lazio,10350988,Black Watch Mutiny,2,0,played,,Clarence Town Hall Park 1
792381,10350019,Premier,league,55,,2008-07-27,6:00 pm,10350997,Holland,10350979,Azzurri,0,2,played,,
792380,10350019,Premier,league,54,,2008-07-27,6:00 pm,10350982,Lazio,10350991,BSC Raiders,2,0,played,,Clarence Town Hall Park 1
792382,10350019,Premier,league,56,,2008-07-27,6:00 pm,10350976,SoHo FC,10350994,Inter,0,2,played,,East and West 2
792379,10350019,Premier,league,53,,2008-07-27,6:30 pm,10350988,Black Watch Mutiny,10350985,Lazio Stallions,0,2,played,,UB North - Kunz Field
